FIPS10, County Name , City or Township Name ," Total Population, 2018 "," Population in Households, 2018 "," Population in Group Quarters, 2018 "," Households, 2018 "," Persons per Household, 2018 "
2713528628,Roseau,Hereim township, 213 , 213 , -   , 91 ,2.34
2713530626,Roseau,Huss township, 111 , 111 , -   , 53 ,2.09
2713531634,Roseau,Jadis township, 558 , 556 , 2 , 213 ,2.61
2713534010,Roseau,Lake township," 2,098 "," 2,098 ", -   , 798 ,2.63
2713535594,Roseau,Laona township, 518 , 518 , -   , 209 ,2.48
2713537196,Roseau,Lind township, 49 , 49 , -   , 18 ,2.72
2713539644,Roseau,Malung township, 408 , 408 , -   , 159 ,2.57
2713541894,Roseau,Mickinock township, 275 , 275 , -   , 106 ,2.59
2713543900,Roseau,Moose township, 102 , 102 , -   , 43 ,2.37
2713544080,Roseau,Moranville township, 850 , 850 , -   , 310 ,2.74
2713545178,Roseau,Nereson township, 47 , 47 , -   , 21 ,2.24
2713549588,Roseau,Palmville township, 36 , 36 , -   , 19 ,1.89
2713551748,Roseau,Pohlitz township, 29 , 29 , -   , 12 ,2.42
2713551820,Roseau,Polonia township, 31 , 31 , -   , 12 ,2.58
2713551982,Roseau,Poplar Grove township, 77 , 77 , -   , 27 ,2.85
2713553728,Roseau,Reine township, 84 , 84 , -   , 36 ,2.33
2713555438,Roseau,Roosevelt city (part), 124 , 124 , -   , 52 ,2.38
2713555546,Roseau,Roseau city," 2,775 "," 2,686 ", 89 ," 1,226 ",2.19
2713555942,Roseau,Ross township, 407 , 407 , -   , 155 ,2.63
2713560610,Roseau,Skagen township, 226 , 226 , -   , 87 ,2.60
2713561096,Roseau,Soler township, 94 , 94 , -   , 39 ,2.41
2713562158,Roseau,Spruce township, 532 , 532 , -   , 203 ,2.62
2713562338,Roseau,Stafford township, 262 , 262 , -   , 97 ,2.70
2713562932,Roseau,Stokes township, 203 , 203 , -   , 83 ,2.45
2713563130,Roseau,Strathcona city, 35 , 35 , -   , 13 ,2.69
2713568224,Roseau,Warroad city," 1,838 "," 1,792 ", 46 , 807 ,2.22
2713599968,Roseau,Roseau Co. Unorganized, 366 , 366 , -   , 140 ,2.61
2713700568,St. Louis,Alango township, 245 , 245 , -   , 107 ,2.29
2713700820,St. Louis,Alborn township, 467 , 467 , -   , 178 ,2.62
2713700874,St. Louis,Alden township, 214 , 214 , -   , 88 ,2.43
2713701612,St. Louis,Angora township, 232 , 228 , 4 , 103 ,2.21
2713702278,St. Louis,Arrowhead township, 205 , 159 , 46 , 60 ,2.65
2713702818,St. Louis,Ault township, 113 , 113 , -   , 61 ,1.85
2713702872,St. Louis,Aurora city," 1,670 "," 1,609 ", 61 , 785 ,2.05
2713703106,St. Louis,Babbitt city," 1,454 "," 1,443 ", 11 , 736 ,1.96
2713703322,St. Louis,Balkan township, 829 , 829 , -   , 354 ,2.34
2713703880,St. Louis,Bassett township, 47 , 47 , -   , 27 ,1.74
2713704294,St. Louis,Beatty township, 347 , 347 , -   , 178 ,1.95
2713706148,St. Louis,Biwabik city, 995 , 979 , 16 , 492 ,1.99
2713706166,St. Louis,Biwabik township, 792 , 790 , 2 , 356 ,2.22
2713707534,St. Louis,Breitung township, 580 , 580 , -   , 278 ,2.09
2713707606,St. Louis,Brevator township," 1,241 "," 1,225 ", 16 , 431 ,2.84
2713708056,St. Louis,Brookston city, 124 , 83 , 41 , 32 ,2.59
2713708524,St. Louis,Buhl city, 980 , 886 , 94 , 434 ,2.04
2713709482,St. Louis,Camp 5 township, 31 , 31 , -   , 14 ,2.21
2713709784,St. Louis,Canosia township," 2,195 "," 2,151 ", 44 , 843 ,2.55
2713710540,St. Louis,Cedar Valley township, 191 , 191 , -   , 75 ,2.55
2713711134,St. Louis,Cherry township, 828 , 828 , -   , 346 ,2.39
2713711386,St. Louis,Chisholm city," 4,937 "," 4,806 ", 131 ," 2,291 ",2.10
2713712016,St. Louis,Clinton township, 993 , 991 , 2 , 416 ,2.38
2713712736,St. Louis,Colvin township, 306 , 306 , -   , 141 ,2.17
2713713006,St. Louis,Cook city, 547 , 519 , 28 , 261 ,1.99
2713713528,St. Louis,Cotton township, 448 , 448 , -   , 196 ,2.29
2713713656,St. Louis,Crane Lake township, 75 , 75 , -   , 34 ,2.21
2713714284,St. Louis,Culver township, 286 , 282 , 4 , 114 ,2.47
2713717000,St. Louis,Duluth city," 87,213 "," 80,729 "," 6,484 "," 36,736 ",2.20
2713717018,St. Louis,Duluth township," 1,932 "," 1,932 ", -   , 753 ,2.57
2713717440,St. Louis,Eagles Nest township, 235 , 235 , -   , 123 ,1.91
2713718800,St. Louis,Ellsburg township, 212 , 208 , 4 , 99 ,2.10
2713718944,St. Louis,Elmer township, 143 , 143 , -   , 60 ,2.38
2713719142,St. Louis,Ely city," 3,410 "," 3,164 ", 246 ," 1,693 ",1.87
2713719232,St. Louis,Embarrass township, 585 , 581 , 4 , 261 ,2.23
2713719934,St. Louis,Eveleth city," 3,609 "," 3,498 ", 111 ," 1,664 ",2.10
2713720186,St. Louis,Fairbanks township, 63 , 63 , -   , 35 ,1.80
2713720762,St. Louis,Fayal township," 1,787 "," 1,786 ", 1 , 789 ,2.26
2713720996,St. Louis,Field township, 377 , 373 , 4 , 167 ,2.23
2713721086,St. Louis,Fine Lakes township, 123 , 123 , -   , 51 ,2.41
2713721338,St. Louis,Floodwood city, 518 , 512 , 6 , 257 ,1.99
2713721356,St. Louis,Floodwood township, 270 , 270 , -   , 115 ,2.35
2713722508,St. Louis,Fredenberg township," 1,337 "," 1,325 ", 12 , 539 ,2.46
2713722724,St. Louis,French township, 540 , 540 , -   , 268 ,2.01
2713723714,St. Louis,Gilbert city," 1,785 "," 1,781 ", 4 , 839 ,2.12
2713724218,St. Louis,Gnesen township," 1,760 "," 1,760 ", -   , 727 ,2.42
2713724956,St. Louis,Grand Lake township," 2,711 "," 2,593 ", 118 ," 1,042 ",2.49
2713725550,St. Louis,Great Scott township, 389 , 387 , 2 , 162 ,2.39
2713725928,St. Louis,Greenwood township, 900 , 900 , -   , 416 ,2.16
2713726522,St. Louis,Halden township, 110 , 110 , -   , 47 ,2.34
2713728682,St. Louis,Hermantown city," 9,731 "," 9,047 ", 684 ," 3,641 ",2.48
2713728790,St. Louis,Hibbing city," 16,353 "," 16,086 ", 267 ," 7,468 ",2.15
2713730302,St. Louis,Hoyt Lakes city," 1,975 "," 1,970 ", 5 , 883 ,2.23
2713730932,St. Louis,Industrial township, 799 , 782 , 17 , 293 ,2.67
2713731238,St. Louis,Iron Junction city, 88 , 88 , -   , 45 ,1.96
2713732252,St. Louis,Kabetogama township, 121 , 121 , -   , 65 ,1.86
2713732696,St. Louis,Kelsey township, 131 , 131 , -   , 54 ,2.43
2713733416,St. Louis,Kinney city, 159 , 159 , -   , 67 ,2.37
2713733794,St. Louis,Kugler township, 173 , 173 , -   , 69 ,2.51
2713735234,St. Louis,Lakewood township," 2,252 "," 2,247 ", 5 , 830 ,2.71
2713735774,St. Louis,Lavell township, 305 , 305 , -   , 129 ,2.36
2713736332,St. Louis,Leiding township, 384 , 383 , 1 , 179 ,2.14
2713736530,St. Louis,Leonidas city, 48 , 48 , -   , 23 ,2.09
2713737250,St. Louis,Linden Grove township, 131 , 131 , -   , 54 ,2.43
2713738960,St. Louis,McDavitt township, 444 , 444 , -   , 192 ,2.31
2713739140,St. Louis,McKinley city, 127 , 127 , -   , 55 ,2.31
2713741372,St. Louis,Meadowlands city, 131 , 131 , -   , 68 ,1.93
2713741390,St. Louis,Meadowlands township, 289 , 289 , -   , 126 ,2.29
2713742056,St. Louis,Midway township," 1,432 "," 1,420 ", 12 , 562 ,2.53
2713744098,St. Louis,Morcom township, 89 , 89 , -   , 40 ,2.23
2713744350,St. Louis,Morse township," 1,200 "," 1,200 ", -   , 596 ,2.01
2713744548,St. Louis,Mountain Iron city," 2,893 "," 2,877 ", 16 ," 1,369 ",2.10
2713745232,St. Louis,Ness township, 60 , 60 , -   , 26 ,2.31
2713745664,St. Louis,New Independence township, 288 , 288 , -   , 121 ,2.38
2713746708,St. Louis,Normanna township, 781 , 781 , -   , 275 ,2.84
2713747050,St. Louis,Northland township, 166 , 166 , -   , 67 ,2.48
2713747255,St. Louis,North Star township, 181 , 181 , -   , 84 ,2.15
2713748634,St. Louis,Orr city, 289 , 289 , -   , 131 ,2.21
2713749336,St. Louis,Owens township, 259 , 259 , -   , 119 ,2.18
2713750389,St. Louis,Pequaywan township, 117 , 117 , -   , 58 ,2.02
2713750830,St. Louis,Pike township, 399 , 399 , -   , 187 ,2.13
2713752090,St. Louis,Portage township, 159 , 159 , -   , 74 ,2.15
2713752306,St. Louis,Prairie Lake township, 49 , 49 , -   , 25 ,1.96
2713752630,St. Louis,Proctor city," 3,071 "," 2,975 ", 96 ," 1,300 ",2.29
2713754060,St. Louis,Rice Lake city," 4,103 "," 4,095 ", 8 ," 1,657 ",2.47
2713758450,St. Louis,Sandy township, 336 , 336 , -   , 152 ,2.21
2713761132,St. Louis,Solway township," 1,959 "," 1,941 ", 18 , 766 ,2.53
2713762968,St. Louis,Stoney Brook township, 338 , 324 , 14 , 117 ,2.77
2713763202,St. Louis,Sturgeon township, 127 , 127 , -   , 60 ,2.12
2713765146,St. Louis,Toivola township, 169 , 169 , -   , 86 ,1.97
2713765272,St. Louis,Tower city, 491 , 491 , -   , 265 ,1.85
2713766586,St. Louis,Van Buren township, 178 , 178 , -   , 73 ,2.44
2713766784,St. Louis,Vermilion Lake township, 279 , 279 , -   , 132 ,2.11
2713767288,St. Louis,Virginia city," 8,439 "," 8,019 ", 420 ," 4,217 ",1.90
2713767342,St. Louis,Waasa township, 232 , 232 , -   , 110 ,2.11
2713769898,St. Louis,White township (balance)," 1,501 "," 1,498 ", 3 , 644 ,2.33
2713770510,St. Louis,Willow Valley township, 119 , 119 , -   , 53 ,2.25
2713771140,St. Louis,Winton city, 164 , 164 , -   , 85 ,1.93
2713771869,St. Louis,Wuori township, 563 , 563 , -   , 226 ,2.49
2713799969,St. Louis,St. Louis Co. Unorganized," 4,808 "," 4,806 ", 2 ," 2,145 ",2.24
2713904834,Scott,Belle Plaine city," 7,408 "," 7,259 ", 149 ," 2,511 ",2.89
2713904852,Scott,Belle Plaine township, 914 , 914 , -   , 324 ,2.82
2713906418,Scott,Blakeley township, 438 , 438 , -   , 167 ,2.62
2713910450,Scott,Cedar Lake township," 3,079 "," 3,079 ", -   ," 1,012 ",3.04
2713913726,Scott,Credit River township," 5,620 "," 5,612 ", 8 ," 1,805 ",3.11
2713918662,Scott,Elko New Market city," 4,769 "," 4,769 ", -   ," 1,495 ",3.19
2713928322,Scott,Helena township," 1,869 "," 1,869 ", -   , 594 ,3.15
2713931580,Scott,Jackson township," 1,517 "," 1,517 ", -   , 508 ,2.99
2713932174,Scott,Jordan city," 6,155 "," 6,155 ", -   ," 2,146 ",2.87
2713938294,Scott,Louisville township," 1,389 "," 1,389 ", -   , 451 ,3.08
2713945754,Scott,New Market township," 3,577 "," 3,565 ", 12 ," 1,221 ",2.92
2713945808,Scott,New Prague city (part)," 4,678 "," 4,599 ", 79 ," 1,756 ",2.62
2713952594,Scott,Prior Lake city," 26,135 "," 26,125 ", 10 ," 9,536 ",2.74
2713957184,Scott,St. Lawrence township, 499 , 499 , -   , 165 ,3.02
2713958324,Scott,Sand Creek township," 1,671 "," 1,659 ", 12 , 574 ,2.89
2713958738,Scott,Savage city," 31,407 "," 31,388 ", 19 ," 10,532 ",2.98
2713959350,Scott,Shakopee city," 41,506 "," 40,410 "," 1,096 "," 13,787 ",2.93
2713961978,Scott,Spring Lake township," 3,480 "," 3,480 ", -   ," 1,228 ",2.83
2714103286,Sherburne,Baldwin township," 7,117 "," 7,112 ", 5 ," 2,451 ",2.90
2714104618,Sherburne,Becker city," 4,856 "," 4,796 ", 60 ," 1,624 ",2.95
2714104636,Sherburne,Becker township," 5,555 "," 5,555 ", -   ," 1,706 ",3.26
2714105752,Sherburne,Big Lake city," 11,456 "," 11,426 ", 30 ," 3,817 ",2.99
2714105770,Sherburne,Big Lake township," 7,911 "," 7,909 ", 2 ," 2,650 ",2.98
2714106742,Sherburne,Blue Hill township," 2,413 "," 2,413 ", -   , 785 ,3.07
2714111764,Sherburne,Clear Lake city, 619 , 619 , -   , 229 ,2.70
2714111782,Sherburne,Clear Lake township," 1,638 "," 1,638 ", -   , 620 ,2.64
2714118674,Sherburne,Elk River city," 24,891 "," 24,094 ", 797 ," 8,658 ",2.78
2714127674,Sherburne,Haven township," 2,063 "," 2,056 ", 7 , 731 ,2.81
2714137754,Sherburne,Livonia township," 6,450 "," 6,450 ", -   ," 2,047 ",3.15
2714148670,Sherburne,Orrock township," 3,759 "," 3,759 ", -   ," 1,225 ",3.07
2714149534,Sherburne,Palmer township," 2,480 "," 2,476 ", 4 , 934 ,2.65
2714152522,Sherburne,Princeton city (part), 107 , 107 , -   , 87 ,1.23
2714156896,Sherburne,St. Cloud city (part)," 7,159 "," 5,693 "," 1,466 "," 2,485 ",2.29
2714158522,Sherburne,Santiago township," 2,000 "," 2,000 ", -   , 606 ,3.30
2714172238,Sherburne,Zimmerman city," 5,734 "," 5,734 ", -   ," 1,971 ",2.91
2714300982,Sibley,Alfsborg township, 324 , 324 , -   , 131 ,2.47
2714302152,Sibley,Arlington city," 2,230 "," 2,164 ", 66 , 911 ,2.38
2714302170,Sibley,Arlington township, 526 , 526 , -   , 198 ,2.66
2714306130,Sibley,Bismarck township, 304 , 235 , 69 , 88 ,2.67
2714313348,Sibley,Cornish township, 218 , 218 , -   , 96 ,2.27
2714316426,Sibley,Dryden township, 272 , 272 , -   , 109 ,2.50
2714320726,Sibley,Faxon township, 703 , 703 , -   , 230 ,3.06
2714323300,Sibley,Gaylord city," 2,282 "," 2,230 ", 52 , 933 ,2.39
2714323678,Sibley,Gibbon city, 777 , 777 , -   , 353 ,2.20
2714324794,Sibley,Grafton township, 221 , 221 , -   , 84 ,2.63
2714325658,Sibley,Green Isle city, 567 , 567 , -   , 221 ,2.57
2714325676,Sibley,Green Isle township, 499 , 499 , -   , 201 ,2.48
2714328394,Sibley,Henderson city, 925 , 925 , -   , 398 ,2.32
2714328412,Sibley,Henderson township, 740 , 740 , -   , 268 ,2.76
2714331922,Sibley,Jessenland township, 448 , 448 , -   , 174 ,2.57
2714332714,Sibley,Kelso township, 282 , 282 , -   , 115 ,2.45
2714336746,Sibley,Le Sueur city (part), -   , -   , -   , -   ,0.00
2714343612,Sibley,Moltke township, 254 , 254 , -   , 103 ,2.47
2714345376,Sibley,New Auburn city, 446 , 446 , -   , 175 ,2.55
2714345394,Sibley,New Auburn township, 384 , 384 , -   , 153 ,2.51
2714359242,Sibley,Severance township, 228 , 228 , -   , 94 ,2.43
2714360124,Sibley,Sibley township, 247 , 247 , -   , 109 ,2.27
2714365380,Sibley,Transit township, 253 , 253 , -   , 107 ,2.36
2714368368,Sibley,Washington Lake township, 480 , 480 , -   , 174 ,2.76
2714371122,Sibley,Winthrop city," 1,412 "," 1,370 ", 42 , 583 ,2.35
2714500622,Stearns,Albany city," 2,712 "," 2,631 ", 81 ," 1,088 ",2.42
2714500640,Stearns,Albany township," 1,080 "," 1,080 ", -   , 367 ,2.94
2714502530,Stearns,Ashley township, 281 , 281 , -   , 100 ,2.81
2714503070,Stearns,Avon city," 1,639 "," 1,639 ", -   , 652 ,2.51
2714503088,Stearns,Avon township," 2,333 "," 2,236 ", 97 , 811 ,2.76
2714504762,Stearns,Belgrade city, 762 , 721 , 41 , 316 ,2.28
2714507840,Stearns,Brockway township," 2,834 "," 2,834 ", -   ," 1,028 ",2.76
2714508092,Stearns,Brooten city (part), 747 , 675 , 72 , 297 ,2.27
2714511800,Stearns,Clearwater city (part), -   , -   , -   , -   ,0.00
2714512484,Stearns,Cold Spring city," 4,201 "," 4,110 ", 91 ," 1,627 ",2.53
2714512592,Stearns,Collegeville township," 3,426 "," 1,814 "," 1,612 ", 715 ,2.54
2714514032,Stearns,Crow Lake township, 322 , 322 , -   , 136 ,2.37
2714514086,Stearns,Crow River township, 325 , 325 , -   , 123 ,2.64
2714518098,Stearns,Eden Lake township," 1,579 "," 1,579 ", -   , 578 ,2.73
2714518134,Stearns,Eden Valley city (part), 490 , 490 , -   , 198 ,2.47
2714519088,Stearns,Elrosa city, 216 , 211 , 5 , 87 ,2.43
2714520294,Stearns,Fair Haven township," 1,551 "," 1,551 ", -   , 598 ,2.59
2714520600,Stearns,Farming township," 1,023 "," 1,023 ", -   , 337 ,3.04
2714522652,Stearns,Freeport city, 685 , 685 , -   , 290 ,2.36
2714523606,Stearns,Getty township, 374 , 374 , -   , 118 ,3.17
2714525874,Stearns,Greenwald city, 238 , 238 , -   , 103 ,2.31
2714526090,Stearns,Grove township, 494 , 494 , -   , 169 ,2.92
2714529564,Stearns,Holding township," 1,173 "," 1,173 ", -   , 434 ,2.70
2714529582,Stearns,Holdingford city, 717 , 717 , -   , 312 ,2.30
2714533164,Stearns,Kimball city, 795 , 777 , 18 , 324 ,2.40
2714533722,Stearns,Krain township," 1,015 "," 1,015 ", -   , 336 ,3.02
2714534406,Stearns,Lake George township, 336 , 336 , -   , 112 ,3.00
2714534478,Stearns,Lake Henry city, 100 , 100 , -   , 46 ,2.17
2714534496,Stearns,Lake Henry township, 276 , 276 , -   , 99 ,2.79
2714536656,Stearns,Le Sauk township," 1,835 "," 1,835 ", -   , 699 ,2.63
2714538618,Stearns,Luxemburg township, 659 , 659 , -   , 228 ,2.89
2714538780,Stearns,Lynden township," 2,012 "," 2,006 ", 6 , 722 ,2.78
2714539518,Stearns,Maine Prairie township," 1,947 "," 1,934 ", 13 , 681 ,2.84
2714541534,Stearns,Meire Grove city, 176 , 176 , -   , 68 ,2.59
2714541570,Stearns,Melrose city," 3,666 "," 3,583 ", 83 ," 1,331 ",2.69
2714541588,Stearns,Melrose township, 755 , 755 , -   , 275 ,2.75
2714542308,Stearns,Millwood township," 1,025 "," 1,025 ", -   , 364 ,2.82
2714544800,Stearns,Munson township," 1,557 "," 1,557 ", -   , 596 ,2.61
2714545772,Stearns,New Munich city, 320 , 312 , 8 , 124 ,2.52
2714546960,Stearns,North Fork township, 257 , 257 , -   , 96 ,2.68
2714547644,Stearns,Oak township, 636 , 636 , -   , 215 ,2.96
2714549966,Stearns,Paynesville city," 2,513 "," 2,429 ", 84 ," 1,101 ",2.21
2714549984,Stearns,Paynesville township," 1,477 "," 1,477 ", -   , 576 ,2.56
2714553314,Stearns,Raymond township, 247 , 246 , 1 , 69 ,3.57
2714554268,Stearns,Richmond city," 1,478 "," 1,472 ", 6 , 607 ,2.43
2714555078,Stearns,Rockville city," 2,570 "," 2,570 ", -   , 926 ,2.78
2714555510,Stearns,Roscoe city, 103 , 103 , -   , 48 ,2.15
2714556698,Stearns,St. Anthony city, 90 , 90 , -   , 31 ,2.90
2714556724,Stearns,St. Augusta city," 3,563 "," 3,552 ", 11 ," 1,240 ",2.86
2714556896,Stearns,St. Cloud city (part)," 54,676 "," 51,592 "," 3,084 "," 21,224 ",2.43
2714557130,Stearns,St. Joseph city," 7,318 "," 5,580 "," 1,738 "," 2,114 ",2.64
2714557148,Stearns,St. Joseph township," 1,059 "," 1,059 ", -   , 404 ,2.62
2714557238,Stearns,St. Martin city, 341 , 341 , -   , 133 ,2.56
2714557256,Stearns,St. Martin township, 546 , 546 , -   , 171 ,3.19
2714558072,Stearns,St. Rosa city, 72 , 72 , -   , 30 ,2.40
2714558090,Stearns,St. Stephen city, 881 , 881 , -   , 314 ,2.81
2714558198,Stearns,St. Wendel township," 2,195 "," 2,185 ", 10 , 785 ,2.78
2714558612,Stearns,Sartell city (part)," 16,417 "," 16,375 ", 42 ," 6,072 ",2.70
2714558648,Stearns,Sauk Centre city," 4,554 "," 4,424 ", 130 ," 1,931 ",2.29
2714558666,Stearns,Sauk Centre township," 1,122 "," 1,122 ", -   , 416 ,2.70
2714561888,Stearns,Spring Hill city, 90 , 90 , -   , 36 ,2.50
2714561906,Stearns,Spring Hill township, 372 , 372 , -   , 122 ,3.05
2714567612,Stearns,Waite Park city," 7,777 "," 7,695 ", 82 ," 3,533 ",2.18
2714567630,Stearns,Wakefield township," 2,880 "," 2,880 ", -   ," 1,029 ",2.80
2714572256,Stearns,Zion township, 348 , 348 , -   , 125 ,2.78
2714702890,Steele,Aurora township, 552 , 552 , -   , 207 ,2.67
2714705374,Steele,Berlin township, 548 , 548 , -   , 203 ,2.70
2714706580,Steele,Blooming Prairie city (part)," 1,992 "," 1,937 ", 55 , 808 ,2.40
2714706598,Steele,Blooming Prairie township, 417 , 417 , -   , 159 ,2.62
2714712052,Steele,Clinton Falls township, 335 , 335 , -   , 149 ,2.25
2714715256,Steele,Deerfield township, 512 , 512 , -   , 192 ,2.67
2714718746,Steele,Ellendale city, 672 , 672 , -   , 288 ,2.33
2714727638,Steele,Havana township, 554 , 554 , -   , 214 ,2.59
2714736386,Steele,Lemond township, 485 , 485 , -   , 185 ,2.62
2714741426,Steele,Medford city," 1,284 "," 1,276 ", 8 , 470 ,2.71
2714741444,Steele,Medford township, 808 , 808 , -   , 298 ,2.71
2714741750,Steele,Meriden township, 617 , 617 , -   , 227 ,2.72
2714741840,Steele,Merton township, 323 , 323 , -   , 136 ,2.38
2714749300,Steele,Owatonna city," 26,087 "," 25,608 ", 479 ," 10,327 ",2.48
2714749318,Steele,Owatonna township, 568 , 568 , -   , 232 ,2.45
2714761150,Steele,Somerset township, 717 , 717 , -   , 295 ,2.43
2714763364,Steele,Summit township, 462 , 462 , -   , 172 ,2.69
2714900676,Stevens,Alberta city, 111 , 111 , -   , 46 ,2.41
2714903232,Stevens,Baker township, 102 , 102 , -   , 42 ,2.43
2714911440,Stevens,Chokio city, 389 , 388 , 1 , 202 ,1.92
2714914824,Stevens,Darnen township, 281 , 281 , -   , 90 ,3.12
2714916084,Stevens,Donnelly city, 224 , 224 , -   , 106 ,2.11
2714916102,Stevens,Donnelly township, 87 , 87 , -   , 39 ,2.23
2714918494,Stevens,Eldorado township, 79 , 79 , -   , 31 ,2.55
2714919970,Stevens,Everglade township, 89 , 89 , -   , 34 ,2.62
2714922274,Stevens,Framnas township, 292 , 292 , -   , 115 ,2.54
2714926936,Stevens,Hancock city, 763 , 757 , 6 , 299 ,2.53
2714929438,Stevens,Hodges township, 294 , 294 , -   , 104 ,2.83
2714930212,Stevens,Horton township, 165 , 165 , -   , 59 ,2.80
2714943846,Stevens,Moore township, 222 , 222 , -   , 75 ,2.96
2714944242,Stevens,Morris city," 5,452 "," 4,557 ", 895 ," 2,055 ",2.22
2714944260,Stevens,Morris township, 387 , 387 , -   , 141 ,2.74
2714950380,Stevens,Pepperton township, 111 , 111 , -   , 43 ,2.58
2714953818,Stevens,Rendsville township, 149 , 149 , -   , 61 ,2.44
2714959044,Stevens,Scott township, 122 , 122 , -   , 45 ,2.71
2714962752,Stevens,Stevens township, 71 , 71 , -   , 26 ,2.73
2714963724,Stevens,Swan Lake township, 187 , 187 , -   , 80 ,2.34
2714963976,Stevens,Synnes township, 103 , 78 , 25 , 27 ,2.89
2715101864,Swift,Appleton city," 1,356 "," 1,295 ", 61 , 664 ,1.95
2715101882,Swift,Appleton township, 201 , 201 , -   , 89 ,2.26
2715105212,Swift,Benson city," 3,156 "," 3,047 ", 109 ," 1,464 ",2.08
2715105230,Swift,Benson township, 305 , 305 , -   , 118 ,2.58
2715109532,Swift,Camp Lake township, 194 , 194 , -   , 85 ,2.28
2715110216,Swift,Cashel township, 163 , 163 , -   , 57 ,2.86
2715112124,Swift,Clontarf city, 150 , 150 , -   , 62 ,2.42
2715112142,Swift,Clontarf township, 79 , 79 , -   , 35 ,2.26
2715114734,Swift,Danvers city, 95 , 95 , -   , 40 ,2.38
2715115418,Swift,De Graff city, 119 , 119 , -   , 55 ,2.16
2715116444,Swift,Dublin township, 145 , 145 , -   , 57 ,2.54
2715118206,Swift,Edison township, 93 , 93 , -   , 47 ,1.98
2715120258,Swift,Fairfield township, 121 , 121 , -   , 48 ,2.52
2715127854,Swift,Hayes township, 193 , 193 , -   , 84 ,2.30
2715128160,Swift,Hegbert township, 86 , 86 , -   , 36 ,2.39
2715129672,Swift,Holloway city, 86 , 86 , -   , 49 ,1.76
2715132876,Swift,Kerkhoven city, 742 , 742 , -   , 327 ,2.27
2715132894,Swift,Kerkhoven township, 230 , 230 , -   , 97 ,2.37
2715133092,Swift,Kildare township, 136 , 136 , -   , 58 ,2.34
2715140904,Swift,Marysland township, 95 , 95 , -   , 43 ,2.21
2715144674,Swift,Moyer township, 80 , 80 , -   , 33 ,2.42
2715144818,Swift,Murdock city, 269 , 269 , -   , 115 ,2.34
2715150920,Swift,Pillsbury township, 240 , 240 , -   , 93 ,2.58
2715159818,Swift,Shible township, 108 , 108 , -   , 48 ,2.25
2715160592,Swift,Six Mile Grove township, 176 , 176 , -   , 66 ,2.67
2715163904,Swift,Swenoda township, 122 , 122 , -   , 50 ,2.44
2715164228,Swift,Tara township, 78 , 78 , -   , 32 ,2.44
2715165236,Swift,Torning township, 410 , 410 , -   , 153 ,2.68
2715169214,Swift,West Bank township, 146 , 146 , -   , 58 ,2.52
2715303790,Todd,Bartlett township, 445 , 445 , -   , 154 ,2.89
2715305482,Todd,Bertha city, 486 , 486 , -   , 203 ,2.39
2715305500,Todd,Bertha township, 408 , 408 , -   , 147 ,2.78
2715306022,Todd,Birchdale township, 862 , 857 , 5 , 355 ,2.41
2715308110,Todd,Browerville city, 789 , 753 , 36 , 327 ,2.30
2715308272,Todd,Bruce township, 565 , 565 , -   , 217 ,2.60
2715308668,Todd,Burleene township, 341 , 341 , -   , 143 ,2.38
2715308722,Todd,Burnhamville township, 743 , 743 , -   , 318 ,2.34
2715308902,Todd,Burtrum city, 138 , 138 , -   , 62 ,2.23
2715311602,Todd,Clarissa city, 663 , 584 , 79 , 286 ,2.04
2715317342,Todd,Eagle Bend city, 519 , 519 , -   , 248 ,2.09
2715317450,Todd,Eagle Valley township, 520 , 520 , -   , 176 ,2.95
2715320708,Todd,Fawn Lake township, 564 , 564 , -   , 226 ,2.50
2715323552,Todd,Germania township, 507 , 507 , -   , 152 ,3.34
2715324578,Todd,Gordon township, 675 , 675 , -   , 266 ,2.54
2715326000,Todd,Grey Eagle city, 335 , 335 , -   , 162 ,2.07
2715326018,Todd,Grey Eagle township, 621 , 621 , -   , 279 ,2.23
2715327368,Todd,Hartford township, 646 , 646 , -   , 239 ,2.70
2715328754,Todd,Hewitt city, 254 , 254 , -   , 109 ,2.33
2715331130,Todd,Iona township, 492 , 492 , -   , 152 ,3.24
2715332408,Todd,Kandota township, 743 , 737 , 6 , 292 ,2.52
2715336674,Todd,Leslie township, 645 , 641 , 4 , 282 ,2.27
2715337538,Todd,Little Elk township, 269 , 269 , -   , 116 ,2.32
2715337718,Todd,Little Sauk township, 833 , 792 , 41 , 286 ,2.77
2715338060,Todd,Long Prairie city," 3,375 "," 3,243 ", 132 ," 1,292 ",2.51
2715338078,Todd,Long Prairie township, 837 , 837 , -   , 332 ,2.52
2715344062,Todd,Moran township, 512 , 512 , -   , 208 ,2.46
2715348796,Todd,Osakis city (part), 154 , 148 , 6 , 65 ,2.28
2715353926,Todd,Reynolds township, 645 , 645 , -   , 236 ,2.73
2715356122,Todd,Round Prairie township, 703 , 703 , -   , 257 ,2.74
2715362446,Todd,Staples city (part)," 2,109 "," 2,080 ", 29 , 968 ,2.15
2715362464,Todd,Staples township, 599 , 599 , -   , 241 ,2.49
2715363058,Todd,Stowe Prairie township, 440 , 440 , -   , 183 ,2.40
2715363778,Todd,Swanville city (part), 2 , 2 , -   , 1 ,2.00
2715365740,Todd,Turtle Creek township, 276 , 276 , -   , 122 ,2.26
