FIPS10, County Name , City or Township Name ," Total Population, 2018 "," Population in Households, 2018 "," Population in Group Quarters, 2018 "," Households, 2018 "," Persons per Household, 2018 "
2704338528,Faribault,Lura township, 154 , 154 , -   , 70 ,2.20
2704343198,Faribault,Minnesota Lake city (part), 660 , 660 , -   , 290 ,2.28
2704343216,Faribault,Minnesota Lake township, 169 , 169 , -   , 70 ,2.41
2704350974,Faribault,Pilot Grove township, 144 , 144 , -   , 64 ,2.25
2704352432,Faribault,Prescott township, 153 , 153 , -   , 69 ,2.22
2704355348,Faribault,Rome township, 116 , 116 , -   , 54 ,2.15
2704359206,Faribault,Seely township, 172 , 172 , -   , 77 ,2.23
2704366946,Faribault,Verona township, 331 , 326 , 5 , 147 ,2.22
2704367864,Faribault,Walnut Lake township, 185 , 185 , -   , 84 ,2.20
2704367900,Faribault,Walters city, 65 , 65 , -   , 29 ,2.24
2704369106,Faribault,Wells city," 2,243 "," 2,194 ", 49 ," 1,011 ",2.17
2704370924,Faribault,Winnebago city," 1,333 "," 1,329 ", 4 , 607 ,2.19
2704370978,Faribault,Winnebago City township, 182 , 182 , -   , 81 ,2.25
2704501396,Fillmore,Amherst township, 388 , 388 , -   , 130 ,2.98
2704502098,Fillmore,Arendahl township, 338 , 338 , -   , 122 ,2.77
2704504402,Fillmore,Beaver township, 235 , 235 , -   , 93 ,2.53
2704506544,Fillmore,Bloomfield township, 342 , 342 , -   , 141 ,2.43
2704507804,Fillmore,Bristol township, 369 , 369 , -   , 128 ,2.88
2704509802,Fillmore,Canton city, 349 , 349 , -   , 164 ,2.13
2704509820,Fillmore,Canton township, 740 , 740 , -   , 209 ,3.54
2704509910,Fillmore,Carimona township, 290 , 290 , -   , 120 ,2.42
2704510090,Fillmore,Carrolton township, 319 , 307 , 12 , 124 ,2.48
2704511008,Fillmore,Chatfield city (part)," 1,667 "," 1,592 ", 75 , 666 ,2.39
2704511026,Fillmore,Chatfield township, 537 , 537 , -   , 192 ,2.80
2704521068,Fillmore,Fillmore township, 486 , 486 , -   , 192 ,2.53
2704521860,Fillmore,Forestville township, 348 , 348 , -   , 147 ,2.37
2704522094,Fillmore,Fountain city, 417 , 417 , -   , 177 ,2.36
2704522112,Fillmore,Fountain township, 320 , 320 , -   , 131 ,2.44
2704527188,Fillmore,Harmony city," 1,026 ", 974 , 52 , 486 ,2.00
2704527206,Fillmore,Harmony township, 389 , 389 , -   , 134 ,2.90
2704529852,Fillmore,Holt township, 261 , 261 , -   , 111 ,2.35
2704532156,Fillmore,Jordan township, 371 , 371 , -   , 147 ,2.52
2704535450,Fillmore,Lanesboro city, 764 , 764 , -   , 381 ,2.01
2704538888,Fillmore,Mabel city, 771 , 720 , 51 , 356 ,2.02
2704545466,Fillmore,Newburg township, 367 , 367 , -   , 157 ,2.34
2704547392,Fillmore,Norway township, 333 , 333 , -   , 117 ,2.85
2704549030,Fillmore,Ostrander city, 250 , 225 , 25 , 109 ,2.06
2704550596,Fillmore,Peterson city, 193 , 193 , -   , 95 ,2.03
2704551010,Fillmore,Pilot Mound township, 357 , 357 , -   , 141 ,2.53
2704552396,Fillmore,Preble township, 198 , 198 , -   , 83 ,2.39
2704552450,Fillmore,Preston city," 1,329 "," 1,303 ", 26 , 610 ,2.14
2704552468,Fillmore,Preston township, 373 , 373 , -   , 119 ,3.13
2704556284,Fillmore,Rushford city," 1,770 "," 1,700 ", 70 , 721 ,2.36
2704556302,Fillmore,Rushford Village city, 841 , 841 , -   , 319 ,2.64
2704562104,Fillmore,Spring Valley city," 2,505 "," 2,460 ", 45 ," 1,093 ",2.25
2704562122,Fillmore,Spring Valley township, 502 , 502 , -   , 220 ,2.28
2704563418,Fillmore,Sumner township, 460 , 460 , -   , 171 ,2.69
2704569808,Fillmore,Whalan city, 65 , 65 , -   , 33 ,1.97
2704571950,Fillmore,Wykoff city, 442 , 442 , -   , 199 ,2.22
2704572076,Fillmore,York township, 351 , 351 , -   , 145 ,2.42
2704700694,Freeborn,Albert Lea city," 18,165 "," 17,543 ", 622 ," 7,998 ",2.19
2704700712,Freeborn,Albert Lea township, 602 , 598 , 4 , 259 ,2.31
2704700838,Freeborn,Alden city, 624 , 624 , -   , 256 ,2.44
2704700856,Freeborn,Alden township, 280 , 280 , -   , 112 ,2.50
2704703466,Freeborn,Bancroft township, 818 , 818 , -   , 338 ,2.42
2704703934,Freeborn,Bath township, 407 , 407 , -   , 161 ,2.53
2704710000,Freeborn,Carlston township, 279 , 279 , -   , 112 ,2.49
2704711674,Freeborn,Clarks Grove city, 679 , 679 , -   , 289 ,2.35
2704712952,Freeborn,Conger city, 134 , 134 , -   , 58 ,2.31
2704719340,Freeborn,Emmons city, 365 , 365 , -   , 166 ,2.20
2704722526,Freeborn,Freeborn city, 277 , 277 , -   , 113 ,2.45
2704722544,Freeborn,Freeborn township, 236 , 236 , -   , 101 ,2.34
2704722634,Freeborn,Freeman township, 472 , 472 , -   , 188 ,2.51
2704723354,Freeborn,Geneva city, 530 , 530 , -   , 213 ,2.49
2704723372,Freeborn,Geneva township, 396 , 396 , -   , 157 ,2.52
2704724056,Freeborn,Glenville city, 595 , 595 , -   , 262 ,2.27
2704727404,Freeborn,Hartland city, 308 , 308 , -   , 139 ,2.22
2704727422,Freeborn,Hartland township, 223 , 223 , -   , 90 ,2.48
2704727944,Freeborn,Hayward city, 251 , 251 , -   , 116 ,2.16
2704727962,Freeborn,Hayward township, 340 , 330 , 10 , 141 ,2.34
2704729636,Freeborn,Hollandale city, 291 , 291 , -   , 125 ,2.33
2704737916,Freeborn,London township, 285 , 285 , -   , 115 ,2.48
2704739716,Freeborn,Manchester city, 50 , 50 , -   , 23 ,2.17
2704739734,Freeborn,Manchester township, 410 , 406 , 4 , 158 ,2.57
2704739950,Freeborn,Mansfield township, 215 , 215 , -   , 93 ,2.31
2704744404,Freeborn,Moscow township, 512 , 512 , -   , 215 ,2.38
2704744890,Freeborn,Myrtle city, 39 , 39 , -   , 22 ,1.77
2704745934,Freeborn,Newry township, 433 , 433 , -   , 170 ,2.55
2704747608,Freeborn,Nunda township, 289 , 289 , -   , 114 ,2.54
2704747788,Freeborn,Oakland township, 373 , 373 , -   , 138 ,2.70
2704750722,Freeborn,Pickerel Lake township, 649 , 649 , -   , 256 ,2.54
2704754088,Freeborn,Riceland township, 417 , 413 , 4 , 164 ,2.52
2704759548,Freeborn,Shell Rock township, 406 , 406 , -   , 174 ,2.33
2704765920,Freeborn,Twin Lakes city, 145 , 145 , -   , 74 ,1.96
2704904798,Goodhue,Bellechester city (part), 131 , 131 , -   , 59 ,2.22
2704904816,Goodhue,Belle Creek township, 510 , 510 , -   , 185 ,2.76
2704905032,Goodhue,Belvidere township, 462 , 462 , -   , 162 ,2.85
2704909730,Goodhue,Cannon Falls city," 4,119 "," 4,023 ", 96 ," 1,751 ",2.30
2704909748,Goodhue,Cannon Falls township," 1,057 "," 1,057 ", -   , 401 ,2.64
2704911188,Goodhue,Cherry Grove township, 391 , 391 , -   , 151 ,2.59
2704915706,Goodhue,Dennison city (part), 197 , 197 , -   , 73 ,2.70
2704920780,Goodhue,Featherstone township, 748 , 748 , -   , 294 ,2.54
2704921392,Goodhue,Florence township," 1,580 "," 1,576 ", 4 , 659 ,2.39
2704924398,Goodhue,Goodhue city," 1,165 "," 1,165 ", -   , 417 ,2.79
2704924416,Goodhue,Goodhue township, 537 , 537 , -   , 195 ,2.75
2704927818,Goodhue,Hay Creek township, 884 , 884 , -   , 319 ,2.77
2704929546,Goodhue,Holden township, 450 , 450 , -   , 165 ,2.73
2704932840,Goodhue,Kenyon city," 1,836 "," 1,790 ", 46 , 775 ,2.31
2704932858,Goodhue,Kenyon township, 387 , 387 , -   , 150 ,2.58
2704934172,Goodhue,Lake City city (part), 856 , 778 , 78 , 404 ,1.93
2704936476,Goodhue,Leon township, 862 , 862 , -   , 340 ,2.54
2704943072,Goodhue,Minneola township, 631 , 631 , -   , 249 ,2.53
2704951136,Goodhue,Pine Island city (part)," 2,616 "," 2,551 ", 65 ," 1,098 ",2.32
2704951154,Goodhue,Pine Island township, 548 , 548 , -   , 221 ,2.48
2704953620,Goodhue,Red Wing city," 16,522 "," 15,980 ", 542 ," 7,171 ",2.23
2704955492,Goodhue,Roscoe township, 736 , 736 , -   , 273 ,2.70
2704962428,Goodhue,Stanton township," 1,108 "," 1,108 ", -   , 409 ,2.71
2704966640,Goodhue,Vasa township, 904 , 904 , -   , 332 ,2.72
2704967486,Goodhue,Wacouta township, 385 , 385 , -   , 167 ,2.31
2704967972,Goodhue,Wanamingo city," 1,097 "," 1,074 ", 23 , 475 ,2.26
2704967990,Goodhue,Wanamingo township, 446 , 446 , -   , 168 ,2.65
2704968242,Goodhue,Warsaw township, 608 , 608 , -   , 247 ,2.46
2704969052,Goodhue,Welch township, 727 , 727 , -   , 282 ,2.58
2704972328,Goodhue,Zumbrota city," 3,463 "," 3,412 ", 51 ," 1,465 ",2.33
2704972346,Goodhue,Zumbrota township, 577 , 577 , -   , 220 ,2.62
2705102422,Grant,Ashby city, 448 , 448 , -   , 200 ,2.24
2705103682,Grant,Barrett city, 414 , 372 , 42 , 163 ,2.28
2705115508,Grant,Delaware township, 90 , 90 , -   , 36 ,2.50
2705118458,Grant,Elbow Lake city," 1,172 "," 1,157 ", 15 , 543 ,2.13
2705118476,Grant,Elbow Lake township, 138 , 138 , -   , 56 ,2.46
2705118620,Grant,Elk Lake township, 299 , 288 , 11 , 116 ,2.48
2705119538,Grant,Erdahl township, 357 , 357 , -   , 154 ,2.32
2705124650,Grant,Gorton township, 53 , 53 , -   , 25 ,2.12
2705128646,Grant,Herman city, 433 , 433 , -   , 219 ,1.98
2705129474,Grant,Hoffman city, 656 , 652 , 4 , 293 ,2.23
2705135396,Grant,Land township, 244 , 244 , -   , 96 ,2.54
2705135882,Grant,Lawrence township, 86 , 86 , -   , 35 ,2.46
2705136998,Grant,Lien township, 121 , 121 , -   , 58 ,2.09
2705137862,Grant,Logan township, 87 , 87 , -   , 37 ,2.35
2705139194,Grant,Macsville township, 106 , 106 , -   , 46 ,2.30
2705146492,Grant,Norcross city, 71 , 71 , -   , 29 ,2.45
2705147140,Grant,North Ottawa township, 50 , 50 , -   , 21 ,2.38
2705150128,Grant,Pelican Lake township, 443 , 443 , -   , 204 ,2.17
2705151838,Grant,Pomme de Terre township, 133 , 133 , -   , 56 ,2.38
2705155816,Grant,Roseville township, 119 , 119 , -   , 49 ,2.43
2705158468,Grant,Sanford township, 149 , 149 , -   , 66 ,2.26
2705162986,Grant,Stony Brook township, 144 , 144 , -   , 64 ,2.25
2705169142,Grant,Wendell city, 162 , 162 , -   , 75 ,2.16
2705306616,Hennepin,Bloomington city," 89,654 "," 88,190 "," 1,464 "," 38,246 ",2.31
2705307948,Hennepin,Brooklyn Center city," 32,299 "," 32,053 ", 246 ," 11,289 ",2.84
2705307966,Hennepin,Brooklyn Park city," 81,679 "," 81,282 ", 397 ," 27,957 ",2.91
2705310846,Hennepin,Champlin city," 23,927 "," 23,883 ", 44 ," 8,606 ",2.78
2705310918,Hennepin,Chanhassen city (part), -   , -   , -   , -   ,0.00
2705313168,Hennepin,Corcoran city," 5,831 "," 5,831 ", -   ," 2,032 ",2.87
2705314158,Hennepin,Crystal city," 23,287 "," 23,080 ", 207 ," 9,544 ",2.42
2705315022,Hennepin,Dayton city (part)," 6,018 "," 6,010 ", 8 ," 2,139 ",2.81
2705315148,Hennepin,Deephaven city," 3,878 "," 3,853 ", 25 ," 1,416 ",2.72
2705318116,Hennepin,Eden Prairie city," 63,456 "," 63,195 ", 261 ," 24,920 ",2.54
2705318188,Hennepin,Edina city," 52,535 "," 52,365 ", 170 ," 22,619 ",2.32
2705320078,Hennepin,Excelsior city," 2,321 "," 2,268 ", 53 ," 1,175 ",1.93
2705321965,Hennepin,Fort Snelling Unorganized, 383 , 344 , 39 , 285 ,1.21
2705324308,Hennepin,Golden Valley city," 21,580 "," 21,213 ", 367 ," 9,403 ",2.26
2705325622,Hennepin,Greenfield city," 2,904 "," 2,904 ", -   , 983 ,2.95
2705325918,Hennepin,Greenwood city, 706 , 706 , -   , 302 ,2.34
2705326990,Hennepin,Hanover city (part), 747 , 744 , 3 , 237 ,3.14
2705330140,Hennepin,Hopkins city," 19,713 "," 19,485 ", 228 ," 9,099 ",2.14
2705330842,Hennepin,Independence city," 3,763 "," 3,710 ", 53 ," 1,286 ",2.88
2705338006,Hennepin,Long Lake city," 1,815 "," 1,774 ", 41 , 746 ,2.38
2705338222,Hennepin,Loretto city, 661 , 661 , -   , 268 ,2.47
2705340166,Hennepin,Maple Grove city," 66,903 "," 66,819 ", 84 ," 25,692 ",2.60
2705340256,Hennepin,Maple Plain city," 1,864 "," 1,823 ", 41 , 747 ,2.44
2705341462,Hennepin,Medicine Lake city, 388 , 388 , -   , 168 ,2.31
2705341480,Hennepin,Medina city," 6,646 "," 6,646 ", -   ," 2,324 ",2.86
2705343000,Hennepin,Minneapolis city," 428,483 "," 410,488 "," 17,995 "," 182,719 ",2.25
2705343252,Hennepin,Minnetonka city," 53,713 "," 53,420 ", 293 ," 23,740 ",2.25
2705343270,Hennepin,Minnetonka Beach city, 561 , 561 , -   , 201 ,2.79
2705343306,Hennepin,Minnetrista city," 7,692 "," 7,692 ", -   ," 2,596 ",2.96
2705344476,Hennepin,Mound city," 9,347 "," 9,342 ", 5 ," 4,089 ",2.28
2705345628,Hennepin,New Hope city," 21,790 "," 21,058 ", 732 ," 8,899 ",2.37
2705348580,Hennepin,Orono city," 8,102 "," 8,092 ", 10 ," 3,107 ",2.60
2705349012,Hennepin,Osseo city," 2,729 "," 2,637 ", 92 ," 1,250 ",2.11
2705351730,Hennepin,Plymouth city," 78,351 "," 77,184 "," 1,167 "," 31,749 ",2.43
2705354214,Hennepin,Richfield city," 36,436 "," 36,053 ", 383 ," 15,192 ",2.37
2705354808,Hennepin,Robbinsdale city," 14,776 "," 14,522 ", 254 ," 6,280 ",2.31
2705355006,Hennepin,Rockford city (part), 427 , 427 , -   , 182 ,2.35
2705355186,Hennepin,Rogers city," 12,991 "," 12,792 ", 199 ," 4,241 ",3.02
2705356680,Hennepin,St. Anthony city (part)," 5,387 "," 5,356 ", 31 ," 2,233 ",2.40
2705356770,Hennepin,St. Bonifacius city," 2,328 "," 2,328 ", -   , 871 ,2.67
2705357220,Hennepin,St. Louis Park city," 48,910 "," 48,234 ", 676 ," 23,414 ",2.06
2705360016,Hennepin,Shorewood city," 7,693 "," 7,689 ", 4 ," 2,845 ",2.70
2705362014,Hennepin,Spring Park city," 1,694 "," 1,585 ", 109 , 964 ,1.64
2705365164,Hennepin,Tonka Bay city," 1,550 "," 1,550 ", -   , 614 ,2.52
2705368818,Hennepin,Wayzata city," 4,719 "," 4,643 ", 76 ," 2,328 ",1.99
2705371500,Hennepin,Woodland city, 467 , 467 , -   , 176 ,2.65
2705506292,Houston,Black Hammer township, 232 , 232 , -   , 107 ,2.17
2705508218,Houston,Brownsville city, 489 , 489 , -   , 233 ,2.10
2705508236,Houston,Brownsville township, 450 , 450 , -   , 188 ,2.39
2705509226,Houston,Caledonia city," 2,824 "," 2,748 ", 76 ," 1,251 ",2.20
2705509244,Houston,Caledonia township, 633 , 633 , -   , 224 ,2.83
2705513816,Houston,Crooked Creek township, 272 , 272 , -   , 110 ,2.47
2705518368,Houston,Eitzen city, 242 , 242 , -   , 115 ,2.10
2705529510,Houston,Hokah city, 544 , 544 , -   , 269 ,2.02
2705529528,Houston,Hokah township, 464 , 464 , -   , 188 ,2.47
2705530230,Houston,Houston city, 967 , 921 , 46 , 426 ,2.16
2705530248,Houston,Houston township, 354 , 354 , -   , 146 ,2.42
2705531814,Houston,Jefferson township, 133 , 133 , -   , 54 ,2.46
2705533866,Houston,La Crescent city (part)," 5,107 "," 5,040 ", 67 ," 2,179 ",2.31
2705533884,Houston,La Crescent township," 1,115 "," 1,111 ", 4 , 492 ,2.26
2705541228,Houston,Mayville township, 392 , 392 , -   , 148 ,2.65
2705543648,Houston,Money Creek township, 592 , 592 , -   , 234 ,2.53
2705544512,Houston,Mound Prairie township, 594 , 594 , -   , 244 ,2.43
2705559494,Houston,Sheldon township, 251 , 251 , -   , 110 ,2.28
2705561852,Houston,Spring Grove city," 1,291 "," 1,223 ", 68 , 604 ,2.02
2705561870,Houston,Spring Grove township, 377 , 368 , 9 , 152 ,2.42
2705566208,Houston,Union township, 372 , 372 , -   , 135 ,2.76
2705570564,Houston,Wilmington township, 407 , 407 , -   , 154 ,2.64
2705570960,Houston,Winnebago township, 239 , 239 , -   , 92 ,2.60
2705572166,Houston,Yucatan township, 318 , 318 , -   , 145 ,2.19
2705700496,Hubbard,Akeley city, 451 , 451 , -   , 196 ,2.30
2705700514,Hubbard,Akeley township, 569 , 562 , 7 , 256 ,2.20
2705701918,Hubbard,Arago township, 634 , 634 , -   , 284 ,2.23
2705703178,Hubbard,Badoura township, 135 , 135 , -   , 59 ,2.29
2705711682,Hubbard,Clay township, 72 , 72 , -   , 34 ,2.12
2705712232,Hubbard,Clover township, 174 , 174 , -   , 79 ,2.20
2705714140,Hubbard,Crow Wing Lake township, 346 , 346 , -   , 172 ,2.01
2705720528,Hubbard,Farden township," 1,167 "," 1,161 ", 6 , 415 ,2.80
2705720942,Hubbard,Fern township, 271 , 271 , -   , 111 ,2.44
2705726360,Hubbard,Guthrie township, 576 , 576 , -   , 212 ,2.72
2705727386,Hubbard,Hart Lake township, 507 , 503 , 4 , 187 ,2.69
2705728340,Hubbard,Helga township," 1,518 "," 1,518 ", -   , 568 ,2.67
2705728466,Hubbard,Hendrickson township, 322 , 322 , -   , 122 ,2.64
2705728556,Hubbard,Henrietta township," 1,573 "," 1,573 ", -   , 623 ,2.52
2705730338,Hubbard,Hubbard township, 788 , 788 , -   , 332 ,2.37
2705734046,Hubbard,Lake Alice township, 100 , 100 , -   , 45 ,2.22
2705734262,Hubbard,Lake Emma township, 988 , 988 , -   , 448 ,2.21
2705734388,Hubbard,Lake George township, 388 , 388 , -   , 172 ,2.26
2705734460,Hubbard,Lake Hattie township, 218 , 218 , -   , 87 ,2.51
2705734838,Hubbard,Lakeport township, 883 , 883 , -   , 376 ,2.35
2705735612,Hubbard,Laporte city, 111 , 111 , -   , 56 ,1.98
2705740022,Hubbard,Mantrap township, 541 , 541 , -   , 236 ,2.29
2705745340,Hubbard,Nevis city, 416 , 412 , 4 , 185 ,2.23
2705745358,Hubbard,Nevis township," 1,059 "," 1,046 ", 13 , 456 ,2.29
2705749768,Hubbard,Park Rapids city," 4,136 "," 3,998 ", 138 ," 2,009 ",1.99
2705755132,Hubbard,Rockwood township, 430 , 430 , -   , 171 ,2.51
2705758972,Hubbard,Schoolcraft township, 113 , 113 , -   , 47 ,2.40
2705762618,Hubbard,Steamboat River township, 126 , 126 , -   , 57 ,2.21
2705763076,Hubbard,Straight River township, 762 , 762 , -   , 312 ,2.44
2705764804,Hubbard,Thorpe township, 53 , 53 , -   , 26 ,2.04
2705765038,Hubbard,Todd township," 1,410 "," 1,410 ", -   , 582 ,2.42
2705770114,Hubbard,White Oak township, 513 , 513 , -   , 209 ,2.45
2705902602,Isanti,Athens township," 2,165 "," 2,159 ", 6 , 786 ,2.75
2705907246,Isanti,Bradford township," 3,438 "," 3,435 ", 3 ," 1,256 ",2.73
2705907282,Isanti,Braham city (part)," 1,804 "," 1,796 ", 8 , 720 ,2.49
2705909370,Isanti,Cambridge city," 8,977 "," 8,646 ", 331 ," 3,523 ",2.45
2705909388,Isanti,Cambridge township," 2,414 "," 2,406 ", 8 , 887 ,2.71
2705914572,Isanti,Dalbo township, 775 , 775 , -   , 288 ,2.69
2705931328,Isanti,Isanti city," 6,031 "," 6,031 ", -   ," 2,181 ",2.77
2705931346,Isanti,Isanti township," 2,190 "," 2,181 ", 9 , 799 ,2.73
2705940292,Isanti,Maple Ridge township, 782 , 782 , -   , 311 ,2.51
2705946816,Isanti,North Branch township," 1,853 "," 1,825 ", 28 , 674 ,2.71
2705949354,Isanti,Oxford township, 966 , 962 , 4 , 345 ,2.79
2705956950,Isanti,St. Francis city (part), 4 , 4 , -   , 1 ,4.00
2705961672,Isanti,Spencer Brook township," 1,672 "," 1,665 ", 7 , 610 ,2.73
2705962086,Isanti,Springvale township," 1,527 "," 1,527 ", -   , 584 ,2.61
2705962347,Isanti,Stanchfield township," 1,239 "," 1,218 ", 21 , 458 ,2.66
2705962374,Isanti,Stanford township," 2,337 "," 2,321 ", 16 , 845 ,2.75
2705971896,Isanti,Wyanett township," 1,758 "," 1,758 ", -   , 687 ,2.56
2706101288,Itasca,Alvwood township, 39 , 39 , -   , 20 ,1.95
2706101936,Itasca,Arbo township, 863 , 863 , -   , 364 ,2.37
2706102044,Itasca,Ardenhurst township, 165 , 165 , -   , 78 ,2.12
2706103430,Itasca,Balsam township, 536 , 530 , 6 , 241 ,2.20
2706104276,Itasca,Bearville township, 192 , 192 , -   , 90 ,2.13
2706105698,Itasca,Bigfork city, 439 , 384 , 55 , 197 ,1.95
2706105716,Itasca,Bigfork township, 317 , 317 , -   , 133 ,2.38
2706106220,Itasca,Blackberry township, 892 , 892 , -   , 336 ,2.65
2706107048,Itasca,Bovey city, 796 , 790 , 6 , 339 ,2.33
2706107102,Itasca,Bowstring township, 218 , 218 , -   , 110 ,1.98
2706109316,Itasca,Calumet city, 348 , 348 , -   , 154 ,2.26
2706110072,Itasca,Carpenter township, 166 , 166 , -   , 81 ,2.05
2706112412,Itasca,Cohasset city," 2,738 "," 2,734 ", 4 ," 1,104 ",2.48
2706112502,Itasca,Coleraine city," 1,947 "," 1,925 ", 22 , 774 ,2.49
2706115310,Itasca,Deer River city, 925 , 887 , 38 , 405 ,2.19
2706115328,Itasca,Deer River township, 678 , 667 , 11 , 267 ,2.50
2706118260,Itasca,Effie city, 131 , 131 , -   , 52 ,2.52
2706120816,Itasca,Feeley township, 299 , 299 , -   , 139 ,2.15
2706124362,Itasca,Good Hope township, 97 , 97 , -   , 50 ,1.94
2706124452,Itasca,Goodland township, 447 , 447 , -   , 210 ,2.13
2706125118,Itasca,Grand Rapids city," 11,392 "," 10,681 ", 711 ," 5,007 ",2.13
2706125460,Itasca,Grattan township, 41 , 41 , -   , 15 ,2.73
2706125892,Itasca,Greenway township (balance), 833 , 833 , -   , 371 ,2.25
2706127296,Itasca,Harris township," 3,257 "," 3,248 ", 9 ," 1,328 ",2.45
2706132570,Itasca,Keewatin city," 1,033 "," 1,033 ", -   , 473 ,2.18
2706133272,Itasca,Kinghurst township, 107 , 107 , -   , 55 ,1.95
2706134568,Itasca,Lake Jessie township, 279 , 279 , -   , 123 ,2.27
2706135648,Itasca,La Prairie city, 652 , 632 , 20 , 270 ,2.34
2706135900,Itasca,Lawrence township, 439 , 439 , -   , 200 ,2.20
2706137934,Itasca,Lone Pine township, 395 , 395 , -   , 198 ,1.99
2706140418,Itasca,Marble city, 674 , 667 , 7 , 277 ,2.41
2706140472,Itasca,Marcell township, 450 , 450 , -   , 215 ,2.09
2706141066,Itasca,Max township, 132 , 132 , -   , 61 ,2.16
2706144008,Itasca,Moose Park township, 68 , 68 , -   , 30 ,2.27
2706144332,Itasca,Morse township, 602 , 602 , -   , 231 ,2.61
2706144980,Itasca,Nashwauk city, 962 , 961 , 1 , 453 ,2.12
2706144998,Itasca,Nashwauk township (balance), 679 , 679 , -   , 302 ,2.25
2706146582,Itasca,Nore township, 57 , 57 , -   , 22 ,2.59
2706149048,Itasca,Oteneagen township, 324 , 314 , 10 , 111 ,2.83
2706151856,Itasca,Pomroy township, 48 , 48 , -   , 17 ,2.82
2706156644,Itasca,Sago township, 164 , 164 , -   , 69 ,2.38
2706158360,Itasca,Sand Lake township, 142 , 142 , -   , 67 ,2.12
2706161564,Itasca,Spang township, 259 , 259 , -   , 108 ,2.40
2706161700,Itasca,Splithand township, 245 , 245 , -   , 106 ,2.31
2706162284,Itasca,Squaw Lake city, 102 , 102 , -   , 39 ,2.62
2706162914,Itasca,Stokes township, 220 , 220 , -   , 106 ,2.08
2706164048,Itasca,Taconite city, 635 , 630 , 5 , 271 ,2.32
2706164606,Itasca,Third River township, 54 , 54 , -   , 28 ,1.93
2706165596,Itasca,Trout Lake township," 1,094 "," 1,094 ", -   , 454 ,2.41
2706167360,Itasca,Wabana township, 535 , 531 , 4 , 226 ,2.35
2706168080,Itasca,Warba city, 183 , 183 , -   , 80 ,2.29
2706168800,Itasca,Wawina township, 70 , 70 , -   , 29 ,2.41
2706170306,Itasca,Wildwood township, 189 , 189 , -   , 83 ,2.28
2706171194,Itasca,Wirt township, 100 , 100 , -   , 51 ,1.96
2706172184,Itasca,Zemple city, 89 , 89 , -   , 29 ,3.07
2706199931,Itasca,Itasca Co. Unorganized," 6,453 "," 6,294 ", 159 ," 2,672 ",2.36
2706300604,Jackson,Alba township, 147 , 147 , -   , 66 ,2.23
2706301162,Jackson,Alpha city, 110 , 110 , -   , 46 ,2.39
2706304978,Jackson,Belmont township, 198 , 198 , -   , 82 ,2.41
2706311476,Jackson,Christiania township, 240 , 240 , -   , 111 ,2.16
2706315436,Jackson,Delafield township, 198 , 198 , -   , 89 ,2.22
2706315769,Jackson,Des Moines township, 214 , 211 , 3 , 96 ,2.20
2706319484,Jackson,Enterprise township, 158 , 158 , -   , 62 ,2.55
2706320042,Jackson,Ewington township, 224 , 224 , -   , 86 ,2.60
2706328700,Jackson,Heron Lake city, 672 , 672 , -   , 303 ,2.22
2706328718,Jackson,Heron Lake township, 268 , 268 , -   , 109 ,2.46
2706330482,Jackson,Hunter township, 200 , 200 , -   , 85 ,2.35
2706331562,Jackson,Jackson city," 3,407 "," 3,329 ", 78 ," 1,572 ",2.12
2706333146,Jackson,Kimball township, 123 , 123 , -   , 47 ,2.62
2706333902,Jackson,La Crosse township, 138 , 138 , -   , 60 ,2.30
2706334316,Jackson,Lakefield city," 1,708 "," 1,676 ", 32 , 778 ,2.15
2706341948,Jackson,Middletown township, 190 , 190 , -   , 82 ,2.32
2706343108,Jackson,Minneota township, 243 , 243 , -   , 114 ,2.13
2706348184,Jackson,Okabena city, 202 , 202 , -   , 86 ,2.35
2706350578,Jackson,Petersburg township, 218 , 218 , -   , 96 ,2.27
2706355996,Jackson,Rost township, 189 , 189 , -   , 76 ,2.49
2706356068,Jackson,Round Lake township, 145 , 145 , -   , 60 ,2.42
2706360574,Jackson,Sioux Valley township, 182 , 182 , -   , 73 ,2.49
2706369016,Jackson,Weimer township, 133 , 133 , -   , 52 ,2.56
2706369484,Jackson,West Heron Lake township, 161 , 161 , -   , 59 ,2.73
2706370258,Jackson,Wilder city, 56 , 56 , -   , 24 ,2.33
2706371212,Jackson,Wisconsin township, 210 , 210 , -   , 85 ,2.47
2706501702,Kanabec,Ann Lake township, 444 , 444 , -   , 185 ,2.40
2706502296,Kanabec,Arthur township," 1,837 "," 1,834 ", 3 , 683 ,2.69
2706507282,Kanabec,Braham city (part), -   , -   , -   , -   ,0.00
2706508344,Kanabec,Brunswick township," 1,336 "," 1,327 ", 9 , 506 ,2.62
2706512754,Kanabec,Comfort township," 1,078 "," 1,078 ", -   , 422 ,2.55
2706521644,Kanabec,Ford township, 187 , 187 , -   , 84 ,2.23
2706525406,Kanabec,Grass Lake township," 1,019 "," 1,019 ", -   , 389 ,2.62
2706525424,Kanabec,Grasston city, 168 , 168 , -   , 57 ,2.95
2706527782,Kanabec,Hay Brook township, 242 , 236 , 6 , 98 ,2.41
2706529132,Kanabec,Hillman township, 433 , 433 , -   , 177 ,2.45
2706532300,Kanabec,Kanabec township, 948 , 948 , -   , 350 ,2.71
2706533560,Kanabec,Knife Lake township," 1,164 "," 1,164 ", -   , 464 ,2.51
